level,name,phone,zipcode,address,v1,v2
地區醫院,臺中榮民總醫院灣橋分院,05-2791072          ,60441,嘉義縣竹崎鄉灣橋村石麻園路38號,V,V
診所,慶安診所,05-2793377          ,60491,嘉義縣竹崎鄉灣橋村灣橋224號,V,
衛生所,嘉義縣東石鄉衛生所,05-3732340          ,61441,嘉義縣東石鄉東石村3-7號,V,V
藥局,長生健保藥局,05-3732557          ,61441,嘉義縣東石鄉東石村東石260號,V,V
衛生所,嘉義縣阿里山鄉衛生所,05-2511007          ,60593,嘉義縣阿里山鄉達邦村4鄰85號,V,V
診所,安康診所,05-2561162          ,60594,嘉義縣阿里山鄉樂野村8-3號,V,
診所,杏宜診所,05-2622050          ,60341,嘉義縣梅山鄉中正路154號,V,V
診所,裕生診所,05-2621326          ,60341,嘉義縣梅山鄉梅東村中山路106號,V,
衛生所,嘉義縣梅山鄉衛生所,05-2621843          ,60342,嘉義縣梅山鄉華山路18號,V,V
診所,德南診所,05-3750101          ,61151,嘉義縣鹿草鄉西井村628號,V,
診所,石健男診所,05-3750396          ,61146,嘉義縣鹿草鄉鹿草村161-7號,V,
藥局,博勝藥局,05-2591127          ,60242,嘉義縣番路鄉下坑村下坑５３號,V,V
衛生所,嘉義縣番路鄉衛生所,05-2592353          ,60241,嘉義縣番路鄉下坑村菜公店2鄰60號,V,V
牙科診所,洪牙醫診所,05-3743407          ,61693,嘉義縣新港鄉大興村大興路5號,V,V
診所,嘉儀診所,05-3775968          ,61692,嘉義縣新港鄉月眉村12鄰月眉潭128號之3,V,
衛生所,嘉義縣新港鄉衛生所,05-3742025          ,61642,嘉義縣新港鄉宮前村中山路167號,V,V
診所,李龍駒診所,05-3747911          ,61693,嘉義縣新港鄉宮前村登雲路45號1樓,V,
診所,嘉其耳鼻喉科診所,05-3746800          ,61693,嘉義縣新港鄉登雲路50號,V,
診所,蕭惠中診所,05-3748686          ,61641,嘉義縣新港鄉福德路42號,V,
診所,錦洲診所,05-2696058          ,62341,嘉義縣溪口鄉民生街56號,V,
衛生所,嘉義縣溪口鄉衛生所,05-2691046          ,62342,嘉義縣溪口鄉溪北村中山路1號,V,V
衛生所,嘉義縣義竹鄉衛生所,05-3415555          ,62441,嘉義縣義竹鄉仁里村422-1號,V,V
診所,德仁診所,05-3415266          ,62441,嘉義縣義竹鄉六桂村235之2號,V,
牙科診所,安禾牙醫診所,05-3416852          ,62442,嘉義縣義竹鄉義竹122號,V,
衛生所,屏東縣九如鄉衛生所,08-7392006          ,90441,屏東縣九如鄉九如路二段247號,V,V
診所,愛林診所,08-7395758          ,90441,屏東縣九如鄉九清村維新街12號,V,
衛生所,屏東縣三地門鄉衛生所,08-7991284          ,90141,屏東縣三地門鄉三地村行政街4號,V,V
診所,昭仁診所,08-7782312          ,91248,屏東縣內埔鄉內田村廣濟路257號,V,
診所,張文義診所,08-7783966          ,91243,屏東縣內埔鄉內田村學人路709號,V,
衛生所,屏東縣內埔鄉衛生所,08-7781114          ,91241,屏東縣內埔鄉內埔村中興路191號,V,V
地區醫院,佑青醫療財團法人佑青醫院,08-7705115          ,91246,屏東縣內埔鄉建興村建興路218巷19號,V,
地區醫院,高雄榮民總醫院屏東分院,08-7704115#502      ,91245,屏東縣內埔鄉龍潭村昭勝路安平一巷1號,V,V
衛生所,屏東縣竹田鄉衛生所,08-7712434          ,91144,屏東縣竹田鄉竹田村中山路25號,V,V
衛生所,屏東縣牡丹鄉衛生所,08-8831013          ,94541,屏東縣牡丹鄉石門村石門路3鄰19號,V,V
診所,福安診所,08-8825575          ,94441,屏東縣車城鄉中山路40號,V,
藥局,車城藥局,08-8825329          ,94441,屏東縣車城鄉中山路42號,V,V
衛生所,屏東縣車城鄉衛生所,08-8821300          ,94441,屏東縣車城鄉福安路2-30號,V,V
衛生所,屏東縣里港鄉衛生所,08-7751711          ,90546,屏東縣里港鄉大平村中山路103-1號,V,V
藥局,里港寶康藥局,08-7721189          ,90546,屏東縣里港鄉仁和路24號,V,V
診所,沈正華診所,08-7752474          ,90546,屏東縣里港鄉永春村中山路94號,V,
診所,文章診所,08-7757077          ,90546,屏東縣里港鄉里港路87號,V,
衛生所,屏東縣佳冬鄉衛生所,08-8662018          ,93143,屏東縣佳冬鄉六根村佳和路87-1號,V,V
藥局,耀勝藥局,08-8663296          ,93143,屏東縣佳冬鄉羌光路3-2號,V,V
衛生所,屏東縣來義鄉衛生所,08-7850103          ,92241,屏東縣來義鄉中正路90號,V,V
牙科診所,家和牙醫診所,08-7850204          ,92241,屏東縣來義鄉古樓村中正路2之3號,V,
衛生所,屏東縣枋山鄉衛生所,08-8761150          ,94115,屏東縣枋山鄉枋山村枋山路98號,V,V
地區醫院,枋寮醫療社團法人枋寮醫院,08-8789991          ,94044,屏東縣枋寮鄉中山路139號,V,
診所,迦美診所,08-8782900          ,94043,屏東縣枋寮鄉中山路327號,V,
牙科診所,眾華牙醫診所,08-8710205          ,94047,屏東縣枋寮鄉中華路200號,V,
藥局,隆山藥局,08-8785700          ,94044,屏東縣枋寮鄉安樂村中山路115-2號,V,V
衛生所,屏東縣枋寮鄉衛生所,08-8782940          ,94043,屏東縣枋寮鄉德興路77號,V,V
診所,東霖耳鼻喉科診所,08-8326000          ,92847,屏東縣東港鎮中山路1之3號,V,V
藥局,祐德健保藥局,08-8339637          ,92847,屏東縣東港鎮中山路１號,V,V
藥局,保生藥局,08-8322818          ,92847,屏東縣東港鎮中山路56號,V,V
藥局,東華藥局,08-8322616          ,92849,屏東縣東港鎮中正路83號,V,V
區域醫院,安泰醫療社團法人安泰醫院,08-8329966-2013     ,92842,屏東縣東港鎮中正路一段210號,V,V
牙科診所,蔡牙醫診所,08-8331911          ,92847,屏東縣東港鎮光復路２段59號,V,V
衛生所,屏東縣東港鎮衛生所,08-8325310          ,92844,屏東縣東港鎮朝安里新生三路23號,V,V
診所,曾文洋內科小兒科診所,08-8331159          ,92847,屏東縣東港鎮新勝里中山路16號,V,
區域醫院,輔英科技大學附設醫院,08-8323146-1118     ,92847,屏東縣東港鎮興台里中山路5號,V,
藥局,保生藥局中正店,08-8328178          ,92842,屏東縣東港鎮興東里中正路一段130號,V,V
衛生所,屏東縣林邊鄉衛生所,08-8752076          ,92744,屏東縣林邊鄉光林村和平路45號,V,V
藥局,忠安中西藥局,08-7621326          ,90842,屏東縣長治鄉中山路10號,V,V
藥局,宏大藥師藥局潭頭店,08-7369957          ,90843,屏東縣長治鄉潭頭路155號,V,V
衛生所,屏東縣長治鄉衛生所,08-7368734          ,90846,屏東縣長治鄉潭頭路3號,V,V
藥局,萬隆發藥局,08-8642176          ,92641,屏東縣南州鄉三民路39號,V,V
衛生所,屏東縣南州鄉衛生所,08-8642224          ,92641,屏東縣南州鄉仁和路239號,V,V
區域醫院,屏基醫療財團法人屏東基督教醫院,08-7368686          ,90059,屏東縣屏東市大連路60號,V,V
地區醫院,國軍高雄總醫院附設屏東民眾診療服務處,08-7560756-281      ,90092,屏東縣屏東市大湖路58巷22號,V,V
區域醫院,寶建醫療社團法人寶建醫院,08-7665995          ,90064,屏東縣屏東市中山路123號,V,V
診所,寬心診所,08-7333555          ,90075,屏東縣屏東市中山路40號,V,
診所,正大聯合診所,08-7327015          ,90074,屏東縣屏東市中正路191-1號,V,
診所,李福國耳鼻喉科診所,08-7383846          ,90062,屏東縣屏東市中正路462號,V,
藥局,弘英藥局,08-7366898          ,90057,屏東縣屏東市中正路702-11號,V,V
診所,江耳鼻喉科診所,08-7669471          ,90054,屏東縣屏東市中華路49號,V,
藥局,大和藥局,08-7328052          ,90074,屏東縣屏東市太平里中正路167-1號,V,V
藥局,昱昇藥師藥局,08-7377471          ,90062,屏東縣屏東市北勢里中正路373-1號,V,V
診所,宋的祥診所,08-7651318          ,90067,屏東縣屏東市北興里公裕街158號,V,
藥局,大林藥師藥局,08-7320680          ,90041,屏東縣屏東市平和里仁愛路59號1樓,V,V
診所,林連風診所,08-7336168          ,90041,屏東縣屏東市平和里民權路46號,V,
區域醫院,國仁醫院,08-7223000-162      ,90049,屏東縣屏東市民生東路12-2號,V,V
診所,蔡長禧診所,08-7669868          ,90041,屏東縣屏東市民生路178-1號,V,
診所,吳振州診所,08-7553135          ,90087,屏東縣屏東市永安里棒球路91號,V,
診所,慶仁診所,08-7341539          ,90073,屏東縣屏東市永城里重慶路194號,V,
區域醫院,衛生福利部屏東醫院,08-7363011          ,90054,屏東縣屏東市自由路270號,V,V
診所,梁宏志診所,08-7364494          ,90053,屏東縣屏東市自由路379-4號,V,
診所,興安診所,08-7346666          ,90062,屏東縣屏東市自由路463號,V,
地區醫院,民眾醫院,08-7325455          ,90063,屏東縣屏東市忠孝路120~1號,V,V
牙科診所,平安牙醫診所,08-7224501          ,90041,屏東縣屏東市林森路28-4號,V,
診所,陳昱和診所,08-7323199          ,90047,屏東縣屏東市林森路30-15號,V,
診所,振成診所,08-7322660          ,90046,屏東縣屏東市林森路60號,V,
藥局,信安藥局,08-7322332          ,90041,屏東縣屏東市金泉里漢口街11號,V,V
衛生所,屏東縣屏東市衛生所,08-7538701-2        ,90090,屏東縣屏東市建南路92號,,
牙科診所,大衛牙醫診所,08-7380349          ,90052,屏東縣屏東市建豐路229號,V,
診所,博醫診所,08-7325992          ,90071,屏東縣屏東市崇蘭里廣東路1300之1號,V,
藥局,陽生藥局,08-7322413          ,90075,屏東縣屏東市逢甲路26號,V,V
藥局,億泰藥局,08-7324005          ,90065,屏東縣屏東市勝利里自由路582號,V,V
診所,曾競鋒診所,08-7324355          ,90065,屏東縣屏東市勝利里忠孝路229-75號,V,
藥局,名正生活美藥局,08-7524395          ,90094,屏東縣屏東市復興南路1段99號,V,V
藥局,福安新藥局,08-7366099          ,90050,屏東縣屏東市華山里大連路40之15號,V,V
牙科診所,千鼎牙醫診所,08-7370707          ,90057,屏東縣屏東市華正路12號2樓,V,
診所,林志忠診所,08-7364741          ,90057,屏東縣屏東市華正路265號,V,
診所,健丞診所,08-7530011          ,90079,屏東縣屏東市華盛街1-28號,V,
診所,大同診所,08-7523741          ,90079,屏東縣屏東市華盛街6-8號,V,
診所,屏安醫院附設門診部,08-7378888          ,90055,屏東縣屏東市瑞光路二段250號-1,V,
診所,建榮泌尿科診所,08-7362025          ,90059,屏東縣屏東市廣東路242號,V,
診所,藍文君診所,08-8008001          ,90059,屏東縣屏東市廣東路396號,V,
診所,李俊弘耳鼻喉科診所,87377555,90053,屏東縣屏東市廣東路633號,V,
診所,林長興診所,08-7236266          ,90051,屏東縣屏東市廣東路72號,V,
藥局,家安藥師藥局,08-7354236          ,90067,屏東縣屏東市廣東路747號,V,V
藥局,正源藥局,08-7558891          ,90092,屏東縣屏東市龍華路184號,V,V
藥局,惠生藥局,08-7223889          ,90043,屏東縣屏東市歸心里歸仁路63之13號,V,V
診所,彭賢銳診所,87223113,90051,屏東縣屏東市豐榮里廣東路207號,V,
衛生所,屏東縣恆春鎮衛生所,08-8892140          ,94642,屏東縣恆春鎮山腳里文化路78號,V,V
地區醫院,南門醫院,08-8894568          ,94642,屏東縣恆春鎮南門路10號,V,V
地區醫院,恆基醫療財團法人恆春基督教醫院,08-8892293          ,94642,屏東縣恆春鎮恆西路21號,V,V
地區醫院,衛生福利部恆春旅遊醫院,08-8892704          ,94641,屏東縣恆春鎮恆南路188號,V,V
衛生所,屏東縣春日鄉衛生所,08-8788733          ,94249,屏東縣春日鄉春日路176號,V,V
診所,楊樂濱診所,08-8787856          ,94249,屏東縣春日鄉春日路2號,V,
衛生所,屏東縣崁頂鄉衛生所,08-8631454          ,92442,屏東縣崁頂鄉興農路29-9號,V,V
衛生所,屏東縣泰武鄉衛生所,08-7832059          ,92141,屏東縣泰武鄉佳平村179號,V,
衛生所,屏東縣琉球鄉衛生所,08-8612513          ,92941,屏東縣琉球鄉中山路51號,V,
衛生所,屏東縣高樹鄉衛生所,08-7962026          ,90641,屏東縣高樹鄉長榮村南昌路12之2號,V,V
地區醫院,大新醫院,08-7962033          ,90641,屏東縣高樹鄉長榮村興中路208號,V,
診所,杏元診所,08-7967788          ,90641,屏東縣高樹鄉高樹村南興路58-1號,V,
診所,佑昌診所,08-7960245          ,90641,屏東縣高樹鄉高樹村南興路74-2號,V,
地區醫院,迦樂醫療財團法人迦樂醫院,08-7891511-171      ,92541,屏東縣新埤鄉進化路12-200號,V,
診所,黃裕隆診所,08-7972456          ,92541,屏東縣新埤鄉新埤村中正路113號,V,
衛生所,屏東縣新埤鄉衛生所,08-7971090          ,92541,屏東縣新埤鄉新埤村中正路38號,V,V
衛生所,屏東縣新園鄉衛生所,08-8681293          ,93245,屏東縣新園鄉仙吉路89-2號,V,V
衛生所,屏東縣獅子鄉衛生所,08-8771324          ,94352,屏東縣獅子鄉楓林村2巷31號,V,V
診所,張家瑜診所,08-7070342          ,91345,屏東縣萬丹鄉社中村社皮路三段228號,V,
衛生所,屏東縣萬丹鄉衛生所,08-7772049          ,91345,屏東縣萬丹鄉萬丹路１段503號,V,
藥局,新萬安藥局,08-7772035          ,91341,屏東縣萬丹鄉萬安村萬丹路１段113號,V,V
藥局,進德藥局,08-7772046          ,91341,屏東縣萬丹鄉萬安村萬丹路１段158號,V,V
藥局,建霖藥局,08-7777299          ,91341,屏東縣萬丹鄉萬惠村萬丹路一段6號1F,V,V
診所,慈愛診所,08-7764028          ,91349,屏東縣萬丹鄉萬壽路二段271號,V,V
藥局,昕妙春藥局,08-7850153          ,92361,屏東縣萬巒鄉新置村新隆路48號,V,V
衛生所,屏東縣萬巒鄉衛生所,08-7810327          ,92341,屏東縣萬巒鄉褒忠路14-2號,V,V
衛生所,屏東縣滿州鄉衛生所,08-8801279          ,94741,屏東縣滿州鄉中山路31號,V,V
診所,安康診所,08-8801928          ,94741,屏東縣滿州鄉中山路44-2號,V,
衛生所,屏東縣瑪家鄉衛生所,08-7991164          ,90341,屏東縣瑪家鄉風景巷86號,V,V
藥局,健惠藥局,08-7894797          ,92041,屏東縣潮州鎮大同路49號,V,V
診所,大展診所,08-7893155          ,92045,屏東縣潮州鎮中山路173號,V,
診所,嘉德骨外科診所,08-7883160          ,92042,屏東縣潮州鎮介壽路80號,V,
地區醫院,安泰醫療社團法人潮州安泰醫院,08-7800888#868      ,92048,屏東縣潮州鎮四維路162號,V,
藥局,鈺康藥局,08-7800921          ,92048,屏東縣潮州鎮四維路213號,V,V
藥局,泰和藥局,08-7861278          ,92048,屏東縣潮州鎮四維路295之1號,V,V
衛生所,屏東縣潮州鎮衛生所,08-7882131          ,92049,屏東縣潮州鎮永坤路107號,V,V
藥局,大安藥局,08-7884500          ,92043,屏東縣潮州鎮光春路71號,V,V
牙科診所,光華牙醫診所,08-7895262          ,92044,屏東縣潮州鎮光華路100號,V,V
診所,鄭天松診所,08-7898082          ,92046,屏東縣潮州鎮愛國路2號,V,
診所,賴信宏耳鼻喉科診所,08-7886201          ,92052,屏東縣潮州鎮新生里公園路42.46.48號,V,
診所,何志香復健科診所,08-7886201          ,92052,屏東縣潮州鎮新生里公園路42號,V,
診所,泰祥診所,08-7881777          ,92046,屏東縣潮州鎮新生路111號3樓,V,
藥局,晉源藥師藥局,08-7886819          ,92043,屏東縣潮州鎮新興路65-1號,V,V
診所,大華診所,08-7882317          ,92044,屏東縣潮州鎮興隆路108號,V,
診所,瑞安聯合診所,08-7888716          ,92044,屏東縣潮州鎮興隆路137號,V,
衛生所,屏東縣霧台鄉衛生所,08-7902232          ,90241,屏東縣霧台鄉神山巷70號,V,
衛生所,屏東縣麟洛鄉衛生所,08-7221152          ,90942,屏東縣麟洛鄉中山路156-1號,V,V
地區醫院,屏安醫院,08-7211777          ,90942,屏東縣麟洛鄉中山路160-1號,V,
衛生所,屏東縣鹽埔鄉衛生所,08-7932474          ,90745,屏東縣鹽埔鄉勝利路187號,V,
藥局,宏大藥局,08-7935513          ,90741,屏東縣鹽埔鄉新二村彭厝路38之5號,V,V
衛生所,臺東縣大武鄉衛生所,089-791143          ,96541,臺東縣大武鄉大武村濱海路100號,V,V
診所,仁和內科外科診所,089-780699          ,96341,臺東縣太麻里鄉太麻里街265號1樓,V,
牙科診所,太麻里牙醫診所,089-782229          ,96341,臺東縣太麻里鄉外環路40號,V,V
衛生所,臺東縣太麻里鄉衛生所,089-781220          ,96342,臺東縣太麻里鄉泰和村民權路66 號,V,V
衛生所,臺東縣臺東市衛生所,089-350757          ,95044,臺東縣台東市大同路51號,V,
藥局,日安藥局,089-516116          ,95094,臺東縣台東市大順路19號,V,V
診所,大溪診所,089-511999          ,95094,臺東縣台東市大順路23號,V,
診所,吳外婦產科診所,089-322901          ,95047,臺東縣台東市中山路218號,V,
診所,關強內科診所,089-343588          ,95047,臺東縣台東市中山路224號,V,
診所,大慶家醫科外科診所,089-322221          ,95043,臺東縣台東市中山路267號,V,
診所,尤憲明內科小兒科診所,089-323306          ,95046,臺東縣台東市中華路一段396號,V,
診所,豐田診所,089-383386          ,95060,臺東縣台東市中興路四段495號,V,
地區醫院,衛生福利部台東醫院,089-324112          ,95043,臺東縣台東市五權街1號,V,V
診所,和意診所,089-220727          ,95049,臺東縣台東市四維路三段30號,V,
診所,余耳鼻喉科診所,089-337447          ,95043,臺東縣台東市光明路123號,V,
地區醫院,臺北榮民總醫院臺東分院,089-222995          ,95050,臺東縣台東市更生路1000號,V,
藥局,詠康藥局,089-361950          ,95051,臺東縣台東市更生路113號,V,V
診所,蔡明宏心臟內科診所,089-346882          ,95051,臺東縣台東市更生路199號,V,
診所,張建中外科診所,089-347574          ,95051,臺東縣台東市更生路65號,V,
地區醫院,天主教花蓮教區醫療財團法人台東聖母醫院,089-322833          ,95051,臺東縣台東市杭州街2號,V,
區域醫院,馬偕紀念醫院台東分院,089-310150          ,95054,臺東縣台東市東海里長沙街303巷1號,V,
地區醫院,東基醫療財團法人台東基督教醫院,089-323362          ,95048,臺東縣台東市開封街350號,V,
地區醫院,衛生福利部臺東醫院成功分院,089-854748          ,96145,臺東縣成功鎮中山東路32號,V,
衛生所,臺東縣成功鎮衛生所,089-850891          ,96145,臺東縣成功鎮忠仁里中山東路64號,V,V
衛生所,臺東縣池上鄉衛生所,089-862609          ,95841,臺東縣池上鄉中山路104號,V,
診所,周健文診所,089-865609          ,95871,臺東縣池上鄉中西三路3號,V,
衛生所,臺東縣卑南鄉衛生所,089-382042          ,95494,臺東縣卑南鄉太平村和平路132號,V,V
診所,太平診所,089-383737          ,95494,臺東縣卑南鄉太平路276號,V,
衛生所,臺東縣延平鄉衛生所,089-561040          ,95344,臺東縣延平鄉桃源村昇平路11號,V,V
衛生所,臺東縣東河鄉衛生所,089-896289          ,95942,臺東縣東河鄉南東河村10鄰300號,V,V
衛生所,臺東縣金峰鄉衛生所,089-780031          ,96444,臺東縣金峰鄉賓茂村1鄰14號,V,
衛生所,臺東縣長濱鄉衛生所,089-831022          ,96241,臺東縣長濱鄉長濱村中興路46號,V,V
衛生所,臺東縣海端鄉衛生所,089-931391          ,95741,臺東縣海端鄉海端村山界路29號,V,V
診所,鹿名診所,089-551255          ,95542,臺東縣鹿野鄉中正路11號,V,
衛生所,臺東縣鹿野鄉衛生所,089-551074          ,95542,臺東縣鹿野鄉中華路一段418號,V,V
診所,鹿野診所,089-550488          ,95542,臺東縣鹿野鄉中華路二段156號,V,
衛生所,臺東縣達仁鄉衛生所,089-702209          ,96693,臺東縣達仁鄉安朔村復興路122號,V,V
衛生所,臺東縣綠島鄉衛生所,089-672511          ,95141,臺東縣綠島鄉中寮村1號,V,
藥局,松泰藥師藥局,89334845,95046,臺東縣臺東市中華路１段242號,V,V
藥局,大華藥局,89326128,95046,臺東縣臺東市中華路１段398號,V,V
衛生所,臺東縣關山鎮衛生所,089-811042          ,95661,臺東縣關山鎮中福里中華路78號,V,
地區醫院,佛教慈濟醫療財團法人關山慈濟醫院,089-814880          ,95662,臺東縣關山鎮和平路125-5號,V,V
衛生所,臺東縣蘭嶼鄉衛生所,089-732557          ,95241,臺東縣蘭嶼鄉紅頭村36-1號,V,
地區醫院,衛生福利部玉里醫院,03-8886141          ,98147,花蓮縣玉里鎮中華路448號,V,V
衛生所,花蓮縣玉里鎮衛生所,03-8882046          ,98142,花蓮縣玉里鎮泰昌里中正路152號,,V
地區醫院,佛教慈濟醫療財團法人玉里慈濟醫院,03-8882718          ,98141,花蓮縣玉里鎮泰昌里民權街56號,V,
診所,里安診所,03-8883232          ,98143,花蓮縣玉里鎮復興街28號,V,
地區醫院,臺北榮民總醫院玉里分院,03-8883141-812      ,98142,花蓮縣玉里鎮新興街91號,V,
衛生所,花蓮縣光復鄉衛生所,03-8701114          ,97641,花蓮縣光復鄉中學街158號,V,
診所,光鹽診所,03-8534305          ,97365,花蓮縣吉安鄉中山路三段281號,V,V
診所,中心診所,03-8460656          ,97347,花蓮縣吉安鄉中央路三段566號,V,
藥局,仁里藥局,03-8512569          ,97352,花蓮縣吉安鄉中正路１段163號,V,V
藥局,永和藥局,03-8573247          ,97348,花蓮縣吉安鄉北昌村建國１段143號之1,V,V
衛生所,花蓮縣吉安鄉衛生所,03-8521113          ,97365,花蓮縣吉安鄉吉安路二段132號,V,V
診所,悅思身心診所,03-8460436          ,97370,花蓮縣吉安鄉建國路２段277-2號1樓,V,
藥局,荃安藥局,03-8579317          ,97348,花蓮縣吉安鄉建國路２段277之1號,V,V
診所,博幼診所,03-8569866          ,97348,花蓮縣吉安鄉建國路一段19號,V,
診所,福田耳鼻喉科診所,03-8577823          ,97348,花蓮縣吉安鄉建國路一段65號,V,
藥局,安康藥局,03-8513951          ,97365,花蓮縣吉安鄉慶豐村中山路３段384號,V,V
診所,康寧診所,03-8530910          ,97365,花蓮縣吉安鄉慶豐村中山路３段386號,V,V
衛生所,花蓮縣秀林鄉衛生所,03-8612122          ,97252,花蓮縣秀林鄉秀林村秀林路88號,V,V
衛生所,花蓮縣卓溪鄉衛生所,03-8881238          ,98249,花蓮縣卓溪鄉中正路65號,V,
牙科診所,信望愛牙醫診所,03-8320533          ,97049,花蓮縣花蓮市大同街9-1號,V,V
藥局,健安藥局,03-8323031          ,97053,花蓮縣花蓮市中山路537號,V,V
診所,中山身心診所,03-8315589          ,97053,花蓮縣花蓮市中山路541號,V,
醫學中心,佛教慈濟醫療財團法人花蓮慈濟醫院,03-8561825          ,97002,花蓮縣花蓮市中央路三段707號,V,V
牙科診所,小美牙醫診所,03-8316568          ,97041,花蓮縣花蓮市中正路130號,V,
藥局,吉康藥局,03-8331208          ,97043,花蓮縣花蓮市中正路360號,V,V
地區醫院,衛生福利部花蓮醫院,03-8358141          ,97061,花蓮縣花蓮市中正路600號,V,V
藥局,富康大藥局,03-8227396          ,97061,花蓮縣花蓮市中美路73之2號1樓,V,V
診所,陳建發耳鼻喉科診所,03-8246119          ,97061,花蓮縣花蓮市中美路77-2號,V,
藥局,祥康藥局,03-8230595          ,97061,花蓮縣花蓮市中美路87之2號,V,V
診所,慈田診所,03-8316818          ,97044,花蓮縣花蓮市中華路190號,V,
診所,國泰聯合診所,03-8542031          ,97044,花蓮縣花蓮市中華路459號,V,
診所,全人診所,03-8358568          ,97042,花蓮縣花蓮市中福路123號,V,
診所,呂小兒科診所,03-8329341          ,97047,花蓮縣花蓮市主勤里博愛街201號,V,
區域醫院,臺灣基督教門諾會醫療財團法人門諾醫院,03-8241513          ,97059,花蓮縣花蓮市民權路44號,V,V
診所,嘉光耳鼻喉科診所,03-8341440          ,97050,花蓮縣花蓮市明禮路71-5號,V,
藥局,華康藥局,03-8328366          ,97054,花蓮縣花蓮市建國路196號,V,V
診所,江耳鼻喉科診所,03-8311717          ,97054,花蓮縣花蓮市建國路252號,V,
藥局,益康大藥局,03-8564099          ,97068,花蓮縣花蓮市國富里富國路146號1樓,V,V
診所,吳文揚診所,03-8340793          ,97054,花蓮縣花蓮市國魂里建國路192號,V,
診所,林秀雄小兒科診所,03-8324600          ,97049,花蓮縣花蓮市復興街63號,V,
衛生所,花蓮縣花蓮市衛生所,03-8230232          ,97058,花蓮縣花蓮市新興路200號,V,V
衛生所,花蓮縣富里鄉衛生所,03-8831029          ,98341,花蓮縣富里鄉中山路203號,V,
衛生所,花蓮縣新城鄉衛生所,03-8266781          ,97145,花蓮縣新城鄉北埔村北埔路160號,V,V
藥局,黃藥局,38267211,97146,花蓮縣新城鄉北埔村北埔路203號,V,V
區域醫院,國軍花蓮總醫院附設民眾診療服務處,03-8266805          ,97144,花蓮縣新城鄉嘉里村嘉里路163號,V,V
衛生所,花蓮縣瑞穗鄉衛生所,03-8872045          ,97841,花蓮縣瑞穗鄉民生街75號,V,V
衛生所,花蓮縣萬榮鄉衛生所,03-8751651          ,97943,花蓮縣萬榮鄉萬榮村12號,V,V
診所,東華中正診所,03-8661000          ,97443,花蓮縣壽豐鄉中正路40號,V,
衛生所,花蓮縣壽豐鄉衛生所,03-8652101          ,97442,花蓮縣壽豐鄉壽豐村公園路28巷10號,V,V
地區醫院,臺北榮民總醫院鳳林分院,03-8764539          ,97544,花蓮縣鳳林鎮中正路一段2號,V,
衛生所,花蓮縣鳳林鎮衛生所,03-8761116          ,97541,花蓮縣鳳林鎮光華路95號,V,V
地區醫院,衛生福利部花蓮醫院豐濱原住民分院,03-8791385          ,97791,花蓮縣豐濱鄉光豐路41號,V,
衛生所,豐濱鄉衛生所,03-8791156          ,97791,花蓮縣豐濱鄉豐濱村光豐路39號,,V
衛生所,澎湖縣七美鄉衛生所,06-9971005          ,88341,澎湖縣七美鄉中和村埔內54號,V,V
衛生所,澎湖縣白沙鄉衛生所,06-9931044          ,88441,澎湖縣白沙鄉赤崁村359號,V,V
藥局,金福藥局,06-9984048          ,88141,澎湖縣西嶼鄉池東村43-2號,V,V
衛生所,澎湖縣西嶼鄉衛生所,06-9982450          ,88141,澎湖縣西嶼鄉池東村小池角71-1號,V,V
藥局,宏安藥局,06-9273048          ,88048,澎湖縣馬公市中華路54號,V,V
診所,松青診所,06-9213560          ,88049,澎湖縣馬公市文山路31號,V,
診所,何家庭醫學專科診所,06-9279218          ,88050,澎湖縣馬公市光復里新生路85號,V,
診所,公仁診所,06-9272002          ,88042,澎湖縣馬公市長安里民生路27-3號,V,
地區醫院,三軍總醫院澎湖分院附設民眾診療服務處,06-9211116          ,88056,澎湖縣馬公市前寮里90號,V,V
地區醫院,衛生福利部澎湖醫院,06-9261151-522      ,88041,澎湖縣馬公市啟明里中正路10號,V,
牙科診所,陳立堅牙醫診所,06-9266866          ,88043,澎湖縣馬公市陽明里大勇街67號,V,
藥局,陽明金福藥局,06-9260855          ,88045,澎湖縣馬公市陽明路50號,V,V
地區醫院,財團法人天主教靈醫會惠民醫院,06-9273183          ,88042,澎湖縣馬公市樹德路14號,V,
衛生所,澎湖縣馬公市第一衛生所,06-9273958          ,88042,澎湖縣馬公市樹德路36號,V,V
衛生所,澎湖縣馬公市第二衛生所,06-9951354          ,88055,澎湖縣馬公市鎖港里240號,V,V
衛生所,澎湖縣望安鄉衛生所,06-9991036          ,88241,澎湖縣望安鄉西安村36-7號,V,V
衛生所,澎湖縣湖西鄉衛生所,06-9921271          ,88541,澎湖縣湖西鄉湖西村151號-1,V,
診所,家裕診所,06-9228813          ,88593,澎湖縣湖西鄉隘門117之1號,V,
診所,育安家庭醫學科診所,06-9923379          ,88543,澎湖縣湖西鄉龍門村23-3號,V,
診所,佑仁聯合診所,02-24562212         ,20644,基隆市七堵區正光里開元路59-1號,V,V
診所,群健診所,02-24568190         ,20644,基隆市七堵區正光里開元路59-1號,V,
衛生所,基隆市七堵區衛生所,02-24562008         ,20644,基隆市七堵區光明路21-1號1樓,V,V
診所,西華診所,02-24512942         ,20648,基隆市七堵區百三街29號,V,
藥局,國泰藥局,02-24517420         ,20648,基隆市七堵區百三街８３號,V,V
